Código do Termo (Tab 22 - TUSS);Termo (Tab 22 - TUSS)
40601331;Citológico anatomia patológica, qualquer material
40601340;Citológico em líquido ascítico
40601358;Citológico em líquido pericárdio
40601366;Citológico em líquido sinovial
40601374;Citológico em outros materiais
40601382;DNA citometria fluxo parafina - outros materiais
40601390;Imprint de gânglio
40601404;Imprint de medula óssea
40601412;AP bióspia múltiplas (até 6 áreas)
40601420;AP biópsia mútliplas (de 7 a 10 áreas)
40601439;Instabilidade de microssatélites (MSI), detecção por PCR, bloco de parafina
40602010;PD-L1 - Detecção por técnicas imunoistoquímicas
40701018;Angiografia radioisotópica
40701026;Cintilografia com hemácias marcadas
40701034;Cintilografia do miocárdio com duplo isótopo (perfusão + viabilidade)
40701042;Cintilografia do miocárdio com FDG-18 F, em câmara híbrida
40701050;Cintilografia do miocárdio necrose (infarto agudo)
40701069;Cintilografia do miocárdio perfusão - repouso
40701077;Cintilografia sincronizada das câmaras cardíacas - esforço
40701085;Cintilografia sincronizada das câmaras cardíacas - repouso
40701093;Fluxo sanguíneo das extremidades
40701107;"Quantificação de ""shunt"" da direita para a esquerda"
40701115;"Quantificação de ""shunt"" periférico"
40701123;Venografia radioisotópica
40701131;Cintilografia do miocárdio perfusão - estresse farmacológico
40701140;Cintilografia do miocárdio perfusão - estresse físico
40701158;Cintilografia de perfusão do miocárido, associada à Dobutamina
40702014;Cintilografia das glândulas salivares com ou sem estímulo
40702022;Cintilografia do fígado e do baço
40702030;Cintilografia do fígado e vias biliares
40702049;Cintilografia para detecção de hemorragia digestória ativa
40702057;Cintilografia para detecção de hemorragia digestória não ativa
40702065;Cintilografia para determinação do tempo de esvaziamento gástrico
40702073;Cintilografia para estudo de trânsito esofágico (líquidos)
40702081;Cintilografia para estudo de trânsito esofágico (semi-sólidos)
40702090;Cintilografia para pesquisa de divertículo de Meckel
40702103;Cintilografia para pesquisa de refluxo gastro-esofágico
40702111;Fluxo sanguíneo hepático (qualitativo e quantitativo)
40702120;Absorção de gorduras
40702138;Perdas proteicas
40702146;Cintilografia, receptores da Somatostatina com lutécio - 177
40703010;Cintilografia da tireóide e/ou captação (iodo - 123)
40703029;Cintilografia da tireóide e/ou captação (iodo - 131)
40703037;Cintilografia da tireóide e/ou captação (tecnécio - 99m TC)
40703045;Cintilografia das paratireóides
40703053;Cintilografia de corpo inteiro para pesquisa de metástases (PCI)
40703061;Teste de estímulo com TSH recombinante
40703070;Teste de supressão da tireóide com T3
40703088;Teste do perclorato
40703096;Cintilografia de corpo inteiro com metaiodobenzilguandina - iodo-123
40703100;Cintilografia de corpo inteiro com MIBI marcada com tecnécio - 99m
40704017;Cintilografia renal dinâmica
40704025;Cintilografia renal dinâmica com diurético
40704033;Cintilografia renal estática (quantitativa ou qualitativa)
40704041;Cintilografia testicular (escrotal)
40704050;Cistocintilografia direta
40704068;Cistocintilografia indireta
40704076;Determinação da filtração glomerular
40704084;Determinação do fluxo plasmático renal
40704092;Renograma
40705013;Cintilografia do sistema retículo-endotelial (medula óssea)
40705021;Demonstração do sequestro de hemácias pelo baço
40705030;Determinação da sobrevida de hemácias
40705048;Determinação do volume eritrocitário
40705056;Determinação do volume plasmático
40705064;Teste de absorção de vitamina B12 com cobalto - 57 (teste de Schilling)
40706010;Cintilografia óssea (corpo total)
40706028;Fluxo sanguíneo ósseo
40707016;Cintilografia cerebral
40707024;Cintilografia cerebral com FDG-18 F, em câmara hibrída
40707032;Cintilografia de perfusão cerebral
40707040;Cisternocintilografia (inclui estudo do trânsito liquórico)
40707059;Cisternocintilografia para pesquisa de fístula liquórica
40707067;Fluxo sanguíneo cerebral
40707075;Mielocintilografia
40707083;Ventrículo-cintilografia
40707091;Cintilografia perfusão cerebral para avaliação de transportadores de dopamina
40708012;Cintilografia com análogo de somatostatina
40708020;Cintilografia com gálio-67
40708039;Cintilografia com leucócitos marcados
40708047;Cintilografia com MIBG (metaiodobenzilguanidina)
40708055;Cintilografia de corpo total com FDG-18 F, em câmara híbrida
40708063;Cintilografia de mama (bilateral)
40708071;Demarcação radioisotópica de lesões tumorais
40708080;Detecção intraoperatória radioguiada de lesões tumorais
40708098;Detecção intraoperatória radioguiada de linfonodo sentinela
40708101;Linfocintilografia
40708110;Quantificação da captação pulmonar com gálio-67
40708128;PET dedicado oncológico
40708136;PET CT neurológico com FDG
40708144;Revisão de PET-CT por procedimento
40708152; Laudo Evolutivo de PET-CT por procedimento
40709019;Cintilografia para detecção de aspiração pulmonar
40709027;Cintilografia pulmonar (inalação)
40709035;Cintilografia pulmonar (perfusão)
40710017;Sessão médica para planejamento técnico de radioisotopoterapia
40710025;Tratamento com metaiodobenzilguanidina (MIBG)
40710033;Tratamento da policitemia vera
40710041;Tratamento de câncer da tireóide
40710050;Tratamento de hipertireoidismo-bócio nodular tóxico (Graves)
40710068;Tratamento de hipertireoidismo-bócio nodular tóxico (Plummer)
40710076;Tratamento de metástases ósseas (estrôncio-90)
40710084;Tratamento de metástases ósseas (samário-153)
40710092;Tratamento de tumores neuroendócrinos
40710106;Controle após terapia com lutécio
40710114;Tratamento de metástases ósseas com isótopos alfa emissor - planejamento e 1º dia de tratamento
40710122;Tratamento de metástases ósseas com isótopos alfa emissor - por dia de atendimento (até o início do próximo ciclo - intervalo de 4 a 8 semanas)
40711013;Dacriocintilografia
40711021;Imunocintilografia (anticorpos monoclonais)
40801012;RX - Crânio - 2 incidências
40801020;RX - Crânio - 3 incidências
40801039;RX - Crânio - 4 incidências
40801047;RX - Orelha, mastóides ou rochedos - bilateral
40801055;RX - Órbitas - bilateral
40801063;RX - Seios da face
40801071;RX - Sela túrcica
40801080;RX - Maxilar inferior
40801098;RX - Ossos da face
40801101;RX - Arcos zigomáticos ou malar ou apófises estilóides
40801110;RX - Articulação temporomandibular - bilateral
40801128;RX - Adenóides ou cavum
40801136;RX - Panorâmica de mandíbula (ortopantomografia)
40801144;RX - Teleperfil em cefalostato - sem traçado
40801152;RX - Teleperfil em cefalostato - com traçado
40801160;RX - Arcada dentária (por arcada)
40801179;RX - Radiografia peri-apical
40801187;RX - Radiografia oclusal
40801195;RX - Planigrafia linear de crânio ou sela túrcica ou face ou mastóide
40801209;RX - Incidência adicional de crânio ou face
40802019;RX - Coluna cervical - 3 incidências
40802027;RX - Coluna cervical - 5 incidências
40802035;RX - Coluna dorsal - 2 incidências
40802043;RX - Coluna dorsal - 4 incidências
40802051;RX - Coluna lombo-sacra - 3 incidências
40802060;RX - Coluna lombo-sacra - 5 incidências
40802078;RX - Sacro-coccix
40802086;RX - Coluna dorso-lombar para escoliose
40802094;RX - Coluna total para escoliose (telespondilografia)
40802108;RX - Planigrafia de coluna vertebral (dois planos)
40802116;RX - Incidência adicional de coluna
40803015;RX - Esterno
40803023;RX - Articulação esternoclavicular
40803031;RX - Costelas - por hemitórax
40803040;RX - Clavícula
40803058;RX - Omoplata ou escápula
40803066;RX - Articulação acromioclavicular
40803074;RX - Articulação escapuloumeral (ombro)
40803082;RX - Braço
40803090;RX - Cotovelo
40803104;RX - Antebraço
40803112;RX - Punho
40803120;RX - Mão ou quirodáctilo
40803139;RX - Mãos e punhos para idade óssea
40803147;RX - Incidência adicional de membro superior
40803155;RX - Escafóide
40804011;RX - Bacia
40804020;RX - Articulações sacroilíacas
40804038;RX - Articulação coxofemoral (quadril)
40804046;RX - Coxa
40804054;RX - Joelho
40804062;RX - Patela
40804070;RX - Perna
40804089;RX - Articulação tibiotársica (tornozelo)
40804097;RX - Pé ou pododáctilo
40804100;RX - Calcâneo
40804119;RX - Escanometria
40804127;RX - Panorâmica dos membros inferiores
40804135;RX - Incidência adicional de membro inferior
40805018;RX - Tórax - 1 incidência
40805026;RX - Tórax - 2 incidências
40805034;RX - Tórax - 3 incidências
40805042;RX - Tórax - 4 incidências
40805050;RX - Coração e vasos da base
40805069;RX - Planigrafia de tórax, mediastino ou laringe
40805077;RX - Laringe ou hipofaringe ou pescoço (partes moles)
40805085;RX - Abreugrafia 100 mm
40805093;RX - Abreugrafia 35 ou 70 mm
40806014;RX - Deglutograma
40806022;RX - Videodeglutograma
40806030;RX - Esôfago
40806049;RX - Estômago e duodeno
40806057;RX - Esôfago - hiato - estômago e duodeno
40806065;RX - Trânsito e morfologia do delgado
40806073;RX - Estudo do delgado com duplo contraste
40806081;RX - Clister ou enema opaco (duplo contraste)
40806090;RX - Defecograma
40806103;RX - Colangiografia intra-operatória
40806111;RX - Colangiografia pós-operatória (pelo dreno)
40806120;RX - Colangiografia pré-operatória
40806138;RX - Colangiografia venosa
40806146;RX - Colangiografia venosa com tomografias
40806154;RX - Colecistograma oral
40806162;RX - Colecistograma oral com prova motora
40806170;RX - Duodenografia hipotônica
40806189;RX - Trânsito colônico
40806197;RX - Colangiografia endoscópica
40806200;RX - Videodefecograma
40806219;RX - Videodefecograma com manometria anorretal
40807010;RX - Urografia venosa com bexiga pré e pós-miccional
40807029;RX - Pielografia ascendente
40807037;RX - Urografia venosa minutada 1-2-3
40807045;RX - Urografia venosa com nefrotomografia
40807053;RX - Uretrocistografia de adulto
40807061;RX - Uretrocistografia de criança (até 12 anos)
40807070;RX - Tomografia renal sem contraste
40807088;RX - Pênis
40807096;RX - Uretrocistografia retrógada
40807100;RX - Nefrograma, basal e após captopril
40808017;RX - Abdome simples
40808025;RX - Abdome agudo
40808033;Mamografia convencional bilateral
40808041;Mamografia digital bilateral
40808050;RX - Ampliação ou magnificação de lesão mamária
40808114;RX - Esqueleto (incidências básicas de: crânio, coluna, bacia e membros)
40808122;Densitometria óssea (um segmento)
40808130;Densitometria óssea - rotina: coluna e fêmur (ou dois segmentos)
40808149;Densitometria óssea - corpo inteiro (avaliação de massa óssea ou de composição corporal)
40808157;RX - Avaliação de fraturas vertebrais por DXA
40808165;Planigrafia de osso
40808173;Xeromamografia
40808181;Biópsia de mama, dirigida por RM
40808190;Marcação pré-cirúrgica por nódulo - máximo de 3 nódulos por mama, por estereotaxia (não inclui exame de imagem)
40808203;Marcação pré-cirúrgica por nódulo - máximo de 3 nódulos por mama, por US (não inclui exame de imagem)
40808211;Marcação pré-cirúrgica por nódulo - máximo de 3 nódulos por mama, por RM (não inclui exame de imagem)
40808220;Punção ou biópsia mamária percutânea por agulha fina orientada por estereotaxia (não inclui o exame de base)
40808238;Punção ou biópsia mamária percutânea por agulha fina orientada por US (não inclui o exame de base)
40808246;Punção ou biópsia mamária percutânea por agulha fina orientada por TC (não inclui o exame de base)
40808254;Biópsia percutânea de fragmento mamário por agulha grossa (core biopsy) orientada por estereotaxia (não inclui o exame de imagem)
40808262;Biópsia percutânea de fragmento mamário por agulha grossa (core biopsy) orientada por US (não inclui o exame de imagem)
40808270;Biópsia percutânea de fragmento mamário por agulha grossa (core biopsy) orientada por RM (não inclui o exame de imagem)
40808289;Mamotomia por estereotaxia (não inclui o exame de imagem)
40808297;Mamotomia por US (não inclui o exame de imagem)
40808300;Mamotomia por RM (não inclui o exame de imagem)
40808319;Colocação de clipes(s) pré QT neoadjuvante em axila – cada lado (não inclui o exame de base)
40808327;Colocação de clipes(s) pré QT neoadjuvante em mama – cada lado (não inclui o exame de base)
40808335;Revisão de Mamografia por procedimento
40808343;Revisão de Densitometria óssea por procedimento
40808351;Revisão de Raio X por procedimento
40808360; Laudo Evolutivo de Mamografia por procedimento
40808378; Laudo Evolutivo de Densitometria Óssea por procedimento
40808386;Laudo Evolutivo de Raio X por procedimento
40809021;Sialografia (por glândula)
40809030;Histerossalpingografia
40809048;Artrografia ou pneumoartrografia
40809056;Fistulografia
40809064;Colangiografia transcutânea
40809072;Colangiopancreatografia retrógrada
40809080;Dacriocistografia
40809102;Drenagem percutânea orientada por RX (acrescentar o exame de base)
40809110;Broncografia (por punção ou entubação traqueal)
40809129;Broncografia unilateral
40809137;Pneumoperitônio (RX)
40809145;Colocação de marcador de local da intervenção
40809153;Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por RX (não inclui o exame de base)
40809161;Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por US (não inclui o exame de base)
40809170;Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por TC (não inclui o exame de base)
40809188;Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por RM (não inclui o exame de base)
40809196;Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por RM (não inclui o exame de base)
40809200;Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por RX (não inclui o exame de base)
40809218;Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por TC (não inclui o exame de base)
40809226;Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por US (não inclui o exame de base)
40810011;Mielografia segmentar (por segmento)
40810020;Teste de oclusão de artéria carótida ou vertebral
40810038;Colheita seletiva de sangue para dosagem hormonal
40810046;Avaliação hemodinâmica por cateterismo (aferimento de pressão ou fluxo arterial ou venoso)
40811018;Radioscopia diagnóstica
40811026;Radioscopia para acompanhamento de procedimento cirúrgico (por hora ou fração)
40812014;Aortografia abdominal por punção translombar
40812022;Angiografia por punção
40812030;Angiografia por cateterismo não seletivo de grande vaso
40812049;Angiografia por cateterismo seletivo de ramo primário - por vaso
40812057;Angiografia por cateterismo superseletivo de ramo secundário ou distal - por vaso
40812065;Angiografia transoperatória de posicionamento
40812073;Angiografia pós-operatória de controle
40812081;Flebografia por punção venosa unilateral
40812090;Flebografia retrógrada por cateterismo - unilateral
40812103;Portografia trans-hepática
40812111;Esplenoportografia percutânea
40812120;Linfangioadenografia unilateral
40812138;Cavernosografia
40812146;Fármaco-cavernosografia (dinâmica)
40812154;Angiografia Medular
40812162;"Cone beam CT ou Tomografia Computadorizada em ""Feixe Cônico"" intra operatória"
40813010;Ablação percutânea de tumor torácico (qualquer método)
40813029;Ablação percutânea de tumor hepático (qualquer método) - metodo intervencionista/terapêutico por imagem
40813037;Ablação percutânea de tumor ósseo (qualquer método)
40813045;Ablação percutânea de tumor (qualquer método)
40813053;Alcoolização percutânea de angioma
40813061;Angioplastia de ramo intracraniano
40813070;Angioplastia de tronco supra-aórtico
40813088;Angioplastia de aorta para tratamento de coarctação
40813100;Angioplastia de artéria visceral - por vaso
40813118;Angioplastia arterial ou venosa de anastomose vascular de fígado transplantado
40813126;Angioplastia renal para tratamento de hipertensão renovascular ou outra condição
40813134;Angioplastia arterial ou venosa de anastomose vascular de rim transplantado
40813142;Angioplastia de ramos hipogástricos para tratamento de impotência
40813150;Angioplastia de tronco venoso
40813169;Angioplastia venosa para tratamento de síndrome de BUDD-CHIARI
40813177;Angioplastia transluminal percutânea
40813185;Angioplastia transluminal percutânea para tratamento de obstrução arterial
40813193;Colocação de stent em ramo intracraniano
40813207;Colocação de stent em tronco supra-aórtico
40813215;Colocação de stent aórtico
40813223;Colocação de stent para tratamento de síndrome de VCI
40813231;Colocação de cateter venoso central ou portocath
40813240;Colocação de filtro de VCI para prevenção de TEP
40813258;Colocação de stent em artéria visceral - por vaso
40813266;Colocação de stent para tratamento de obstrução arterial ou venosa
40813274;Colocação de stent revestido (stent-graft) para tratamento de aneurisma periférico
40813282;Colocação de stent revestido (stent-graft) para tratamento de fístula arteriovenosa
40813290;Colocação de stent em estenose vascular de enxerto transplantado
40813304;Colocação de stent em traquéia ou brônquio
40813312;Colocação de stent esofagiano, duodenal ou colônico
40813320;Colocação de stent biliar
40813339;Colocação de stent renal
40813347;Colocação percutânea de cateter pielovesical
40813355;Colocação percutânea de stent vascular
40813363;Coluna vertebral: infiltração foraminal ou facetária ou articular
40813371;Dilatação percutânea de estenose biliar cicatricial
40813380;Dilatação percutânea de estenose de conduto urinário
40813398;Dilatação percutânea de estenose de ducto pancreático
40813401;Aterectomia percutânea orientada por RX
40813410;Drenagem percutânea de coleção pleural
40813428;Drenagem percutânea de pneumotórax
40813436;Drenagem de abscesso pulmonar ou mediastinal
40813444;Drenagem mediastinal orientada por RX ou TC
40813452;Drenagem percutânea de coleção infectada abdominal
40813460;Drenagem percutânea de abscesso hepático ou pancreático
40813479;Drenagem percutânea de cisto hepático ou pancreático
40813487;Drenagem percutânea de via biliar
40813495;Drenagem percutânea de cisto renal
40813509;Drenagem percutânea de abscesso renal
40813517;Drenagem percutânea de coleção infectada profunda
40813525;Drenagem percutânea de abscesso retroperitoneal ou pélvico
40813533;Drenagem percutânea não especificada
40813541;Embolização de aneurisma cerebral por oclusão sacular - por vaso
40813550;Embolização de aneurisma cerebral por oclusão vascular - por vaso
40813568;Embolização de malformação arteriovenosa cerebral ou medular - por vaso
40813576;Embolização de fístula arteriovenosa em cabeça, pescoço ou coluna - por vaso
40813584;Embolização para tratamento de epistaxe
40813592;Embolização de aneurisma ou pseudoaneurisma visceral
40813606;Embolização brônquica para tratamento de hemoptise
40813614;Embolização pulmonar para tratamento de fístula arteriovenosa ou outra situação
40813622;Embolização de varizes esofagianas ou gástricas
40813630;Embolização de hemorragia digestiva
40813649;Embolização de ramo portal
40813657;Embolização esplênica para tratamento de hiperesplenismo ou outra situação
40813665;Embolização arterial para tratamento de priapismo
40813673;Embolização para tratamento de impotência
40813681;Embolização de ramos hipogástricos para tratamento de sangramento ginecológico
40813690;Embolização seletiva de fístula ou aneurisma renal para tratamento de hematúria
40813703;Embolização de artéria renal para nefrectomia
40813711;Embolização de fístula arteriovenosa não especificada acima - por vaso
40813720;Embolização de malformação vascular - por vaso
40813738;Embolização de pseudoaneurisma - por vaso
40813746;Embolização de artéria uterina para tratamento de mioma ou outras situações
40813754;Embolização de veia espermática para tratamento de varicocele
40813762;Embolização de veias ovarianas para tratamento de varizes pélvicas
40813770;Embolização definitiva não especificada acima - por vaso
40813789;Embolização de tumor de cabeça e pescoço
40813797;Embolização de tumor do aparelho digestivo
40813800;Embolização de tumor ósseo ou de partes moles
40813819;Embolização de tumor não especificado
40813827;Traqueotomia percutânea orientada por RX ou TC
40813835;Gastrostomia percutânea orientada por RX ou TC
40813843;Colecistostomia percutânea orientada por RX, US ou TC
40813851;Esclerose percutânea de cisto pancreático
40813860;Celostomia percutânea orientada por RX ou TC
40813878;Nefrostomia percutânea orientada por RX, US, TC ou RM
40813886;Pielografia percutânea orientada por RX, US, TC ou RM
40813894;Exérese percutânea de tumor benigno orientada por RX, US, TC ou RM
40813908;Quimioterapia por cateter de tumor de cabeça e pescoço
40813916;Quimioembolização para tratamento de tumor hepático
40813924;Quimioterapia por cateter intra-arterial
40813932;TIPS - anastomose porto-cava percutânea para tratamento de hipertensão portal
40813940;Implante de endoprótese em aneurisma de aorta abdominal ou torácica com stent revestido (stent-graft)
40813959;Implante de endoprótese em dissecção de aorta abdominal ou torácica com stent revestido (stent-graft)
40813967;Tratamento de pseudoaneurisma por compressão com US-Doppler
40813975;Tratamento do vasoespasmo pós-trauma
40813983;Trombectomia mecânica para tratamento de TEP
40813991;Trombectomia mecânica venosa
40814017;Trombectomia medicamentosa para tratamento de TEP
40814025;Trombólise medicamentosa arterial ou venosa - por vaso
40814033;Trombólise medicamentosa arterial ou venosa para tratamento de isquemia mesentérica
40814041;Trombólise medicamentosa em troncos supra-aórticos e intracranianos
40814050;Repermeabilização tubária para tratamento de infertilidade
40814068;Retirada percutânea de cálculos biliares orientada por RX, US ou TC
40814076;Retirada percutânea de cálculos renais orientada por RX, US ou TC
40814084;Retirada percutânea de corpo estranho intravascular
40814092;Osteoplastia ou discectomia percutânea (vertebroplastia e outras)
40814106;Discografia
40814114;Litotripsia mecânica de cálculos renais orientada por RX ou US
40814122;Trituração de calcificação tendínea orientada por RX ou US
40814130;Sinusografia (abscessografia)
40814149;Paracentese orientada por RX ou US
40814157;Manipulação de drenos pós-drenagem (orientada por RX, TC, US ou RM)
40814165;Esclerose percutânea de nódulos benignos dirigida por RX, US, TC ou RM
40814173;Escleroterapia de cistos (renais, hepáticos, ovarianos), orientada por imagem
40814181;Ablação percutânea de tumor renal (qualquer método) 
40814190;Embolização das artérias prostáticas, por vaso 
40814203;Neurólise de plexo nervoso guiado por tomografia computadorizada
40814211;Radioembolização hepática
40814220;Trombectomia no acidente vascular cerebral AVC isquêmico agudo
40814238;Termoablação para nódulos benignos de tireoide
40901017;US - Globo ocular - bilateral
40901025;US - Globo ocular com Doppler colorido - bilateral
40901033;US - Glândulas salivares (todas)
40901041;US - Torácico extracardíaco
40901050;Ecodopplercardiograma com contraste intracavitário
40901068;Ecodopplercardiograma com contraste para perfusão miocárdica - em repouso
40901076;Ecodopplercardiograma com estresse farmacológico
40901084;Ecodopplercardiograma fetal com mapeamento de fluxo em cores - por feto
40901092;Ecodopplercardiograma transesofágico (inclui transtorácico)
40901106;Ecodopplercardiograma transtorácico
40901114;US - Mamas
40901122;US - Abdome total (abdome superior, rins, bexiga, aorta, veia cava inferior e adrenais)
40901130;US - Abdome superior (fígado, vias biliares, vesícula, pâncreas e baço)
40901149;US - Retroperitônio (grandes vasos ou adrenais)
40901173;US - Abdome inferior masculino (bexiga, próstata e vesículas seminais)
40901181;US - Abdome inferior feminino (bexiga, útero, ovário e anexos)
40901190;US - Dermatológico - pele e subcutâneo
40901203;US - Órgãos superficiais (tireóide ou escroto ou pênis ou crânio)
40901211;US - Estruturas superficiais (cervical ou axila ou músculo ou tendão)
40901220;US - Articular (por articulação)
40901238;US - Obstétrica
40901246;US - Obstétrica com Doppler colorido
40901254;US - Obstétrica com translucência nucal
40901262;US - Obstétrica morfológica
40901270;US - Obstétrica gestação múltipla: cada feto
40901289;US - Obstétrica gestação múltipla com Doppler colorido: cada feto
40901297;US - Obstétrica 1º trimestre (endovaginal)
40901300;US - Transvaginal (útero, ovário, anexos e vagina)
40901319;US - Transvaginal para controle de ovulação (3 ou mais exames)
40901327;US - Histerossonografia
40901335;US - Próstata transretal (não inclui abdome inferior masculino)
40901351;Doppler colorido transfontanela
40901360;Doppler colorido de vasos cervicais arteriais bilateral (carótidas e vertebrais)
40901378;Doppler colorido de vasos cervicais venosos bilateral (subclávias e jugulares)
40901386;Doppler colorido de órgão ou estrutura isolada
40901394;Doppler colorido de aorta e artérias renais
40901408;Doppler colorido de aorta e ilíacas
40901416;Doppler colorido de artérias viscerais (mesentéricas superior e inferior e tronco celíaco)
40901424;Doppler colorido de hemangioma
40901432;Doppler colorido de veia cava superior ou inferior
40901440;Doppler colorido peniano com fármaco-indução
40901459;Doppler colorido arterial de membro superior - unilateral
40901467;Doppler colorido venoso de membro superior - unilateral
40901475;Doppler colorido arterial de membro inferior - unilateral
40901483;Doppler colorido venoso de membro inferior - unilateral
40901491;US - Tridimensional - acrescentar ao exame de base
40901505;US - Obstétrica: perfil biofísico fetal
40901513;Doppler colorido de artérias penianas (sem fármaco indução)
40901521;Ultrassonografia biomicroscópica - monocular
40901530;Ultrassonografia diagnóstica - monocular
40901548;Doppler convencional órgão/estrutura isolada
40901556;Ecocardiografia fetal gestação múltipla
40901564;Ecoencefalograma
40901572;Ultrassom com doppler abdôme total e pelve feminino
40901580;US - Estudo sonográfico dinâmico das vias urinárias (masculino)
40901599;US - Estudo sonográfico dinâmico das vias urinárias (feminino)
40901602;Doppler transcraniano
40901610;US - Crânio para criança
40901629;US - Ecodopplercardiograma com análise do sincronismo cardíaco
40901637;US - Ecocardiograma com Doppler convencional - artérias
40901645;US - Ecocardiograma com Doppler convencional - carótidas
40901653;US - Ecocardiograma com Doppler tecidual para ressincronização
40901661;US - Ecodoppler de carótidas
40901670;US - Prova de Boyden
40901688;US - Adicional de reconstrução 3D - ECO
40901696;US - Ecodopplercardiograma com estresse físico
40901700;Ecodopplercardiograma sob estresse físico ou farmacológico com contraste
40901718;Ecodopplercardiograma para ajuste de marca-passo
40901726;US - Neurossonografia fetal
40901734;US - Peça cirúgica
40901742;US - Transretal Radial
40901750;US - Próstata (via abdominal)
40901769;US - Aparelho urinário (rins, ureteres e bexiga)
40901777;Ecocardiograma transtorácico tridimensional
40901785;Ecocardiograma transesofágico tridimensional
40901793;Elastografia hepática ultrassônica
40901807;Ecocardiograma transtorácico com STRAIN bidirecional (inclui transtorácico)
40901815;US - Órgão ou estrutura isolada com contrate microbolhas
40901823;US - Vascular com contraste microbolhas
40901831;Elastografia por onda de cisalhamento (shear wave) da próstata dirigida por ultrassonografia modo B
40901840;Elastografia por onda de cisalhamento (shear wave) de estrutura superficial dirigida por ultrassonografia modo B (mama ou cervical ou axila ou músculo ou tendão ou tireóide)
40901858;US - Pesquisa de endometriose
40902013;US - Obstétrica: com amniocentese
40902021;US - Obstétrica 1º trimestre com punção: biópsia ou aspirativa
40902030;US - Próstata transretal com biópsia - até 8 fragmentos
40902048;US - Próstata transretal com biópsia - mais de 8 fragmentos
40902056;US - Intra-operatório
40902064;Doppler colorido intra-operatório
40902072;Ecodopplercardiograma transoperatório (transesofágico ou epicárdico) (1ª hora)
40902080;Ecodopplercardiograma transoperatório (transesofágico ou epicárdico) - por hora suplementar
40902110;Drenagem percutânea orientada por US (acrescentar o exame de base)
40902129;Redução de invaginação intestinal por enema, orientada por US (acrescentar o exame de base)
40902137;Monitorização por Doppler transcraniano
40902145;Ecodopplercardiograma intracardíaco
40903010;Laudo Evolutivo de Ultrassonografia por procedimento
41001010;TC - Crânio ou sela túrcica ou órbitas
41001028;TC - Mastóides ou orelhas
41001036;TC - Face ou seios da face
41001044;TC - Articulações temporomandibulares
41001052;TC - Dental (dentascan)
41001060;TC - Pescoço (partes moles, laringe, tireóide, faringe e glândulas salivares)
41001079;TC - Tórax
41001087;TC - Coração - para avaliação do escore de cálcio coronariano
41001095;TC - Abdome total (abdome superior, pelve e retroperitônio)
41001109;TC - Abdome superior
41001117;TC - Pelve ou bacia
41001125;TC - Coluna cervical ou dorsal ou lombo-sacra (até 3 segmentos)
41001133;TC - Coluna - segmento adicional
41001141;TC - Articulação (esternoclavicular ou ombro ou cotovelo ou punho ou sacroilíacas ou coxofemoral ou joelho ou tornozelo ou pé) - unilateral
41001150;TC - Segmento apendicular (braço ou antebraço ou mão ou coxa ou perna ou pé) - unilateral
41001176;Angiotomografia de aorta torácica
41001184;Angiotomografia de aorta abdominal
41001192;TC - Escanometria digital
41001206;TC - Reconstrução tridimensional de qualquer órgão ou estrutura - acrescentar ao exame de base
41001214;Endoscopia virtual de qualquer órgão ou estrutura por TC - acrescentar ao exame de base
41001222;TC para PET dedicado oncológico
41001230;TC - Angiotomografia coronariana
41001249;TC - Artérias de membro superior
41001257;TC - Cisternografia por tomografia
41001265;TC - Colonoscopia virtual
41001273;TC - Mandíbula
41001281;TC - Maxilar
41001290;PET-CT cardiológico
41001303;PET-CT infecção
41001311;PET-CT neurológico
41001320;TC - Tomossíntese digital mamária
41001338;TC - Radiocirurgia esterotáxica
41001346;TC - Multifase (dinâmica)
41001354;TC - Articular dinâmica
41001362;TC - Vias urinárias (Urotomografia)
41001370;Angiotomografia arterial de crânio
41001389;Angiotomografia venosa de crânio
41001397;Angiotomografia arterial de pescoço
41001400;Angiotomografia venosa de pescoço
41001419;Angiotomografia arterial de tórax
41001427;Angiotomografia venosa de tórax
41001435;Angiotomografia arterial de abdome superior
41001443;Angiotomografia venosa de abdome superior
41001451;Angiotomografia arterial de pelve
41001460;Angiotomografia venosa de pelve
41001478;Angiotomografia arterial de membro inferior
41001486;Angiotomografia venosa de membro inferior
41001494;Angiotomografia arterial de membro superior
41001508;Angiotomografia venosa de membro superior
41001516;Angiotomografia arterial pulmonar
41001524;Angiotomografia venosa pulmonar
41001532;TC para planejamento oncológico
41002016;Tomomielografia (até 3 segmentos) - acrescentar a TC da coluna e incluir a punção
41002032;Drenagem percutânea orientada por TC (acrescentar o exame de base)
41002040;TC - Punção para introdução de contraste (acrescentar o exame de base)
41002059;Artro-TC (estemoclavicular ou ombro ou cotovelo ou punho ou sacroilíaca ou coxofemoral ou joelho ou tornozelo ou pé) - unilateral
41003012;Revisão de Tomografia Computadorizada por procedimento
